Age,Annual_Income,Credit_Score,Total_Purchase,Account_Age,Has_Defaulted
45,89905,398,15,20,1
54,59903,740,5,7,1
33,53949,375,5,28,0
54,130362,661,46,2,0
53,68500,692,90,4,1
66,128443,596,93,7,0
32,58281,632,97,2,1
19,135937,327,99,3,1
31,54576,766,1,8,1
48,114048,523,78,8,1
21,110610,672,95,17,0
38,30090,795,81,20,0
49,55112,844,94,4,0
38,75849,342,29,21,0
39,78508,697,22,27,0
58,130133,507,47,21,1
22,36535,406,66,11,0
22,144216,389,36,23,1
39,139486,440,45,19,0
44,138559,645,91,12,1
61,36504,584,91,2,0
65,110774,605,24,8,0
55,131711,662,48,19,0
22,86385,376,1,13,0
69,104339,661,19,15,0
51,66945,675,89,10,0
58,67506,474,93,3,1
62,99751,808,53,19,1
48,114730,330,55,12,0
49,55022,846,99,21,0
52,46329,596,25,18,1
38,93286,737,3,24,1
32,47887,628,92,13,0
45,134198,386,86,25,1
36,121767,785,91,21,1
30,35695,311,81,28,0
30,59147,541,29,14,0
42,36812,388,56,22,0
66,38771,816,87,21,0
65,114777,357,92,18,0
61,98592,303,29,3,0
53,58194,441,45,17,0
25,40631,390,56,1,0
37,56424,530,21,14,0
64,42205,751,75,5,0
37,58582,574,49,9,1
33,106155,600,44,2,1
48,88314,503,69,22,1
67,74241,621,77,11,0
31,57383,573,15,17,1
48,136650,737,79,4,0
46,46573,835,69,7,1
20,53723,695,85,15,0
29,33129,550,43,29,1
46,142352,581,37,10,0
61,126496,361,80,8,1
47,49098,548,50,25,0
44,34094,765,31,1,0
33,80574,358,87,3,0
65,91267,617,21,9,0
52,123969,602,30,7,0
46,77498,691,38,5,0
27,148972,494,62,11,0
63,55990,533,12,29,0
42,108473,819,77,26,0
26,84331,400,98,17,1
42,143119,839,28,5,1
64,32305,841,71,11,0
41,81892,668,10,20,0
18,133056,327,74,1,1
41,122400,576,84,13,0
34,116235,638,54,29,1
32,56055,426,97,26,1
43,65737,784,32,14,0
61,105730,495,68,28,0
24,53796,717,98,29,1
29,97736,507,42,23,0
54,141169,493,37,21,0
59,38818,301,8,8,1
39,147475,819,53,13,0
19,43317,612,56,20,0
38,78484,646,83,17,1
58,45446,566,49,17,0
52,70569,304,74,11,0
41,111977,494,68,8,1
39,114619,542,86,22,1
25,83469,395,13,23,1
32,123250,611,47,23,1
36,79631,443,41,10,1
21,140987,351,87,25,0
58,38106,327,19,13,1
27,100513,705,33,21,1
62,82665,350,15,18,1
43,133371,360,30,1,1
66,48108,684,6,20,1
41,117972,672,24,1,1
23,137854,723,31,29,0
63,82683,481,28,9,1
47,46905,536,33,5,0
31,98229,421,41,26,1
68,91054,689,6,19,0
52,143963,632,87,2,1
29,80531,361,76,22,1
57,80772,786,39,24,0
45,36749,804,96,7,1
55,113904,490,42,28,1
31,138759,655,29,14,0
63,53078,694,7,27,1
43,43971,720,34,6,0
36,64150,524,38,3,0
19,143841,838,18,27,0
55,114701,402,3,1,0
22,99608,317,14,1,1
38,42639,360,14,5,0
67,77437,801,39,25,0
48,103677,443,36,26,0
37,34295,594,24,1,1
56,34758,847,35,22,1
68,66382,688,65,14,1
50,49944,571,44,15,1
42,79629,722,45,18,1
29,148277,337,77,24,1
59,125281,541,2,12,1
29,70422,503,14,15,1
26,142101,410,92,9,1
23,121942,708,3,11,0
40,73605,640,95,7,1
61,125101,676,8,10,1
55,127085,847,63,16,1
54,67103,397,31,17,1
51,126720,304,16,2,1
29,32652,690,24,26,1
57,43192,462,83,3,0
47,38773,334,88,16,1
51,79548,787,15,10,0
32,43710,392,87,15,0
54,124805,442,17,9,0
31,66503,396,66,24,0
50,82595,557,71,16,1
35,96784,842,93,2,0
26,45719,814,34,2,1
53,149354,793,84,13,0
36,78339,448,25,21,1
55,113268,347,81,2,1
50,86828,711,43,17,0
54,117968,784,8,1,0
30,99979,527,58,16,0
61,77315,583,55,24,1
33,140327,793,21,6,0
37,59087,459,75,9,1
41,72575,345,50,17,1
39,116550,456,55,17,1
49,47392,675,3,26,1
37,57236,391,12,5,1
49,72087,839,71,16,1
69,146719,475,38,9,0
22,88750,537,59,11,1
33,37864,763,87,10,0
56,46331,317,55,5,0
21,52706,445,18,23,1
61,119890,610,91,18,1
50,61161,737,67,25,1
54,140983,726,52,3,1
26,38404,577,88,4,1
51,62041,448,79,25,0
46,144647,841,48,4,0
54,60617,521,52,15,1
30,136373,426,86,29,1
60,142701,334,54,6,1
62,86337,620,93,4,1
42,44137,688,7,16,0
53,31006,387,69,23,1
45,79610,625,39,13,0
53,60465,453,36,9,1
48,48747,421,16,10,1
28,103773,347,5,22,1
56,46001,346,16,7,1
50,84009,684,91,8,0
41,49848,748,40,5,0
21,73310,509,90,18,0
48,64448,603,7,23,1
20,31795,351,19,22,0
56,138375,657,92,3,0
48,34188,430,81,8,0
62,54998,530,57,21,0
18,53724,834,36,14,1
43,130565,677,8,28,1
34,78008,396,41,19,0
52,73246,423,68,7,0
29,69035,598,67,22,0
67,79949,368,28,23,0
21,61631,490,89,7,0
49,102475,629,29,21,0
18,138200,602,96,25,1
41,127423,755,65,19,0
62,47787,321,74,25,0
37,121973,840,25,22,0
31,145849,689,17,13,0
43,123645,325,92,29,1
27,90972,403,24,21,1
45,65392,665,46,21,0
57,62935,523,2,23,1
44,31799,720,43,25,0
35,70415,403,36,29,0
29,73711,511,59,1,0
55,82933,682,28,16,0
61,62962,546,15,1,0
59,52056,314,68,25,1
56,79988,692,86,19,1
34,107501,678,4,25,1
37,95501,762,79,15,1
64,83712,635,79,1,1
38,83444,770,13,14,1
42,103995,340,13,7,0
36,116683,657,1,21,0
19,81243,692,21,22,0
27,76071,311,63,1,1
32,51442,778,97,26,1
55,110075,362,93,2,0
48,44090,815,59,14,1
54,75636,465,85,2,1
25,109248,762,14,27,0
66,109395,378,79,20,0
36,130923,322,47,7,1
21,116194,393,36,3,0
39,137934,741,44,25,1
27,131972,710,66,9,1
67,46805,548,94,19,1
59,99358,475,80,13,1
40,144499,594,58,11,0
30,105341,494,98,9,1
68,43911,567,70,22,0
33,109720,457,97,8,0
44,60960,494,97,21,1
64,70772,637,21,12,0
68,105553,822,20,7,0
54,73777,595,73,19,1
47,125037,314,47,12,0
25,142281,674,78,26,0
54,69466,407,32,22,1
59,127188,622,77,10,0
69,49256,450,70,13,1
58,38750,632,9,25,1
28,78451,645,7,15,0
26,126268,398,57,11,1
19,59943,309,73,3,0
38,86134,501,62,11,1
51,148048,341,63,9,1
35,101430,358,82,22,1
67,136754,540,96,12,1
50,85058,833,75,17,0
54,118413,730,45,10,0
19,119227,782,55,26,1
40,84394,705,73,3,0
35,92049,718,21,17,1
52,92994,356,11,6,0
64,61087,841,60,27,1
58,44355,627,12,29,1
39,107020,463,92,6,0
18,82120,480,48,12,0
66,63653,658,13,17,1
42,68107,734,17,19,1
57,39785,760,90,24,0
36,139162,770,76,12,0
35,95468,308,37,2,0
68,115954,427,77,14,0
34,55779,757,10,26,1
49,142436,484,85,26,0
65,100482,730,34,27,1
37,79555,742,27,4,1
33,82412,583,94,8,1
49,97171,514,24,12,0
58,58659,532,92,22,0
48,49018,621,94,8,0
56,113689,460,8,17,1
19,81219,737,67,3,0
68,39152,517,99,2,0
38,137475,745,95,15,0
21,147173,756,78,21,0
46,120411,369,1,9,0
33,148345,339,29,28,1
27,91314,662,1,4,1
59,109421,631,64,17,1
59,69082,357,34,7,0
69,86226,369,98,23,0
61,132096,595,64,13,0
18,137308,646,84,10,1
28,116662,504,66,15,0
65,108223,653,38,26,0
37,69097,538,33,29,0
47,111809,737,8,14,0
30,104436,740,90,15,1
19,117410,439,4,14,0
43,143769,780,43,19,1
24,53256,533,53,12,1
53,69410,438,55,25,0
21,100062,795,55,10,1
61,148463,314,51,21,0
21,53802,599,82,11,1
24,38092,848,84,28,1
24,135520,323,21,5,1
41,46208,422,32,17,1
62,44911,378,29,21,1
53,60275,822,89,24,0
65,124039,677,82,13,0
69,124261,300,71,12,1
47,119024,376,52,4,1
30,95986,623,79,2,1
29,34288,507,55,15,0
59,129721,631,22,6,0
25,81342,441,92,17,0
59,65055,712,86,14,1
55,145393,579,87,4,1
49,114867,403,11,18,1
51,130000,323,22,6,1
32,73769,526,1,29,0
42,137615,339,47,6,1
69,41272,747,26,6,0
55,50683,444,37,14,0
44,60758,482,31,5,0
21,92408,730,55,5,1
28,106376,660,98,11,1
65,55522,625,97,13,0
30,71975,312,82,1,1
67,105999,442,19,2,0
37,53308,689,19,6,0
38,90867,749,82,20,1
57,39165,798,95,14,1
27,30075,525,25,14,1
24,60200,311,25,19,0
56,141254,602,12,18,1
53,145259,633,25,23,0
68,85629,720,53,19,1
54,111770,692,15,14,0
59,148796,633,8,16,1
46,59615,493,57,22,0
52,144066,797,61,11,0
30,75647,691,69,20,1
37,87110,389,33,29,1
46,102640,440,34,26,0
24,72442,746,74,11,0
60,87533,759,47,14,1
42,44132,701,15,10,0
22,53394,304,69,14,1
44,31963,499,57,23,1
42,98854,306,87,26,0
39,61805,345,24,19,0
58,134405,359,17,10,1
27,121102,464,47,3,1
46,132681,497,54,24,1
55,132660,511,87,12,0
41,91639,489,68,25,1
51,129846,378,33,1,0
32,94287,800,38,22,0
27,64033,733,28,6,0
37,35464,789,78,24,1
18,146348,713,80,1,0
26,79465,514,91,18,0
65,58279,649,7,26,0
18,103398,350,10,23,1
46,95038,806,12,20,0
48,131967,678,49,25,1
53,96870,430,84,9,1
59,40838,683,34,25,0
55,129623,424,71,20,0
59,82364,610,2,11,1
47,108777,470,97,22,0
67,94622,502,33,27,1
36,47875,667,75,20,0
33,117730,480,23,4,1
42,40024,408,75,24,0
39,121498,397,18,27,0
69,96271,419,62,25,1
64,88732,301,67,16,1
58,119934,478,15,15,1
42,36867,385,93,15,0
26,122178,407,79,16,0
50,149470,373,75,15,1
36,112864,517,1,20,1
50,113968,444,36,26,1
59,117631,447,53,11,0
54,119475,366,64,12,0
64,48805,302,22,19,1
36,134200,665,97,17,0
59,68630,395,21,12,0
55,108728,490,58,1,1
40,124676,806,87,17,0
65,43264,764,82,21,1
41,84480,834,60,7,0
31,148280,786,76,17,1
41,100658,425,1,12,1
27,68549,355,43,9,1
45,33923,636,31,13,0
20,138573,634,97,14,1
26,92092,519,46,20,1
23,31885,799,48,15,0
34,131748,821,86,18,0
28,49665,573,10,15,0
61,118309,304,97,13,1
58,115446,603,5,20,0
24,43093,447,98,25,0
58,119654,426,14,6,1
19,112751,682,24,7,1
53,106182,452,9,4,1
26,142568,649,94,5,0
19,87130,689,30,12,1
69,49367,736,69,9,0
57,72705,587,22,17,0
21,49412,476,25,5,0
45,136816,589,50,2,0
69,104216,824,74,8,1
54,65064,423,72,28,0
22,124792,719,50,19,0
25,62881,772,15,27,0
44,81645,780,90,14,1
53,98235,323,23,15,0
56,47443,748,46,13,1
26,130703,773,62,17,1
35,64878,732,90,18,0
28,117512,546,89,11,0
33,109476,712,77,10,1
33,67055,366,81,21,1
61,90042,823,84,18,0
39,142806,550,33,20,0
23,31058,565,25,28,1
19,147211,738,2,24,0
32,33179,414,3,4,0
34,62352,359,81,14,1
52,101852,757,89,8,0
53,98028,679,43,14,0
39,39153,623,61,16,1
56,103792,662,41,14,0
25,47453,366,82,22,0
34,70794,811,75,29,1
35,35290,670,8,21,1
62,104951,442,26,26,0
39,70084,388,67,9,1
30,105198,574,10,16,1
60,75451,743,10,19,0
25,108306,635,95,12,0
38,37331,451,93,6,1
41,67699,826,35,6,0
51,147693,460,39,8,1
56,61294,688,37,29,1
56,49196,591,54,25,0
33,38475,467,83,21,1
47,116695,750,42,23,1
22,101365,800,21,22,0
56,81979,523,30,16,1
49,111928,334,15,6,0
31,147796,304,50,18,0
26,137062,512,54,13,0
45,65727,756,28,22,1
68,140756,674,40,11,1
46,85668,401,87,6,1
47,90985,548,11,11,1
41,143648,799,54,20,0
35,109602,649,51,20,0
23,45050,522,36,28,0
21,31457,525,24,20,1
47,142262,635,84,28,1
69,75726,457,39,12,1
47,65852,484,88,7,1
65,68019,308,75,18,1
41,144376,425,11,8,0
58,87815,608,65,4,1
35,83757,704,56,24,0
54,143331,823,70,26,1
65,57066,814,23,2,0
69,55605,306,12,1,1
43,81811,387,60,13,1
68,58554,617,36,27,0
55,61196,513,21,3,0
63,91029,489,8,17,0
29,48115,823,87,11,1
40,128793,416,3,5,1
19,31712,845,36,26,0
29,107281,649,29,11,1
44,72118,562,51,20,0
34,73763,477,58,8,0
43,137243,714,14,20,1
26,134174,332,79,24,1
20,54722,627,42,18,1
49,58443,449,47,18,1
24,107342,660,24,22,1
31,44378,567,63,2,1
56,122538,525,52,20,0
39,144499,556,33,7,0
22,54512,755,38,25,1
47,114357,830,83,14,1
62,137197,618,96,16,0
38,133392,692,44,4,1
46,48326,722,54,13,1
58,99734,683,8,9,1
60,32533,423,52,3,0
58,74845,680,63,5,1
40,54105,473,53,21,1
47,37352,812,41,13,0
37,91532,623,38,19,0
47,40723,361,9,1,0
38,136464,540,46,8,1
57,50530,593,25,17,0
67,64335,769,85,24,0
32,127016,505,38,20,1
57,73270,841,51,1,0
20,86282,340,64,18,1
43,33224,662,17,5,0
19,122113,666,24,6,0
47,135909,484,37,3,0
57,46282,515,39,27,1
52,58422,697,16,17,0
33,146779,471,97,14,0
67,104107,307,39,10,1
25,128077,717,6,29,0
23,68198,842,88,22,0
60,134810,344,67,22,1
33,61381,844,21,8,0
68,138802,643,64,2,1
54,118613,502,56,7,1
56,61632,833,96,22,0
60,94196,403,75,11,1
57,62468,300,87,6,0
69,117136,573,66,14,1
68,123602,835,78,3,0
28,102535,342,18,14,1
30,38824,746,76,15,1
25,115513,347,78,19,0
28,116913,710,29,8,1
47,38925,688,8,17,1
52,94120,703,25,29,0
44,57184,644,11,16,1
18,59104,627,65,20,1
37,74995,722,84,28,1
43,77763,833,52,4,1
68,127683,457,97,25,1
39,129548,791,82,26,1
60,79565,808,34,22,0
22,126364,310,95,17,0
58,94825,590,58,19,0
19,52505,832,84,10,1
24,112117,822,63,26,0
32,109343,393,15,6,0
38,31515,338,41,18,0
51,120211,305,90,1,0
27,146378,828,93,7,0
20,80025,824,86,25,0
43,39478,643,61,25,0
60,83375,678,94,28,0
65,120462,728,98,18,0
51,97324,391,70,6,1
19,127761,301,62,23,1
39,71675,448,70,27,1
55,112084,499,88,17,1
37,55468,478,12,22,0
27,30814,744,75,7,0
37,149946,665,85,24,1
61,145749,564,78,9,0
30,32493,560,41,23,1
32,40308,687,61,3,0
32,38424,788,52,23,0
55,41483,437,46,12,0
28,83198,779,42,13,0
25,145858,518,99,29,1
24,96423,662,32,15,1
51,56416,828,56,4,1
43,131202,825,17,9,1
36,89374,415,98,16,1
41,39469,806,62,7,1
58,73167,737,55,4,0
45,142139,790,70,27,1
18,115319,792,45,21,0
33,130854,824,76,16,0
25,123309,347,50,13,0
48,80311,811,41,4,0
55,125824,352,63,12,0
35,126968,757,1,27,0
41,98553,463,52,9,0
65,147880,603,93,5,1
66,69416,574,50,5,0
29,75985,430,93,21,0
28,104391,648,21,28,0
68,100239,785,3,6,1
24,32537,430,71,21,1
67,33129,366,60,12,1
35,85966,472,11,23,0
62,76732,663,94,11,0
55,74761,740,28,18,0
46,116793,771,15,10,0
49,65411,345,31,25,1
42,124798,325,21,27,1
67,79804,479,69,29,1
60,122866,811,29,20,0
64,105385,546,29,11,0
55,97674,451,8,13,0
40,39718,560,16,13,0
41,92068,412,92,12,1
39,31774,568,77,24,0
37,112512,521,42,27,0
22,89048,672,74,18,1
57,75927,773,13,10,1
41,33712,524,99,9,0
44,148371,391,5,4,1
28,120884,366,40,7,0
37,118650,811,14,2,1
60,40187,582,46,10,0
43,32155,647,42,28,1
51,85158,427,67,13,1
39,54844,465,55,5,1
42,43493,450,52,8,0
43,141341,539,77,2,1
38,50841,771,88,14,1
52,90186,648,52,17,0
62,120274,474,46,16,1
39,134671,518,25,22,1
47,81519,680,68,8,1
43,66496,522,76,19,1
25,139588,708,54,15,1
24,44385,840,1,15,0
24,136710,819,76,27,0
67,109067,361,85,22,0
69,127472,668,8,24,1
30,138506,773,56,8,1
21,47747,738,76,13,1
35,136497,713,35,24,1
20,76507,304,55,17,0
59,138672,715,42,20,1
60,49929,768,22,18,1
36,87924,699,39,10,0
59,149104,828,22,28,0
53,60109,652,7,11,1
60,139271,430,53,6,0
50,89240,530,72,14,1
47,43878,594,78,2,1
45,70233,611,19,23,1
66,34379,394,93,15,1
30,79955,699,61,20,1
42,74185,349,57,19,1
25,137347,801,62,3,1
23,118686,826,77,3,1
41,53001,349,90,11,0
60,37238,397,33,9,0
18,42377,753,87,12,1
31,123825,712,4,23,0
27,56622,540,90,2,1
63,79761,658,96,15,0
21,148243,777,48,5,1
23,126712,540,31,3,1
30,81565,809,71,15,1
50,60125,635,2,19,0
52,147652,367,56,23,0
44,142384,650,85,13,1
31,125940,510,3,16,1
25,117892,678,38,20,1
48,48123,566,57,3,1
18,70298,330,65,6,0
24,137925,687,54,8,1
25,94219,836,34,28,1
40,120561,516,97,25,0
65,60864,396,60,22,1
18,105824,471,91,23,1
45,134520,571,52,6,0
50,119502,593,42,18,1
51,101362,344,37,8,0
28,59636,735,6,2,0
53,109583,695,27,26,0
27,148512,388,21,1,0
55,77258,744,52,23,1
27,94781,628,3,12,0
67,42982,738,95,25,1
65,52393,796,36,2,0
47,60012,790,49,16,0
64,91948,723,75,1,0
42,64798,311,58,29,1
27,52828,710,50,2,0
44,60797,498,62,26,0
23,64662,328,26,13,0
66,46897,353,14,16,0
38,122346,436,67,29,0
55,33495,372,47,11,1
19,95902,625,17,15,0
66,111823,691,21,13,1
50,126906,786,1,14,1
28,36126,301,8,10,0
44,66272,728,51,11,1
41,41303,420,46,21,0
56,124631,378,17,5,0
21,115690,713,4,3,0
22,127425,738,29,26,0
62,113281,302,85,18,0
27,63385,474,33,17,0
45,109651,776,50,27,0
61,44704,817,2,9,0
36,44969,632,14,9,1
59,89614,709,83,7,1
21,123012,611,84,1,1
26,121346,811,66,29,0
19,104077,765,33,10,0
68,58871,788,34,29,0
18,148398,817,1,8,1
59,63696,528,10,5,1
46,117321,345,67,21,0
37,140204,687,90,7,0
52,72809,362,58,26,1
44,53184,384,26,21,0
26,95191,611,22,7,1
55,88932,499,28,23,1
40,61057,760,27,1,1
43,114733,775,57,14,1
41,88914,655,29,14,0
21,76292,393,28,2,0
39,69881,779,49,24,0
37,40632,417,27,24,0
48,77109,493,88,28,0
58,121554,593,17,22,0
58,101904,467,49,24,0
47,144424,579,8,12,1
34,50668,331,80,23,1
40,89465,749,80,13,0
34,108216,379,17,27,0
50,67175,386,86,2,0
60,64971,702,7,27,1
47,129088,718,43,19,1
34,94513,659,93,12,0
58,59913,647,56,17,1
61,69768,684,66,26,0
33,102600,593,15,27,1
57,47929,746,98,9,1
35,54204,685,22,28,1
55,40344,367,44,17,0
22,32172,337,70,18,1
22,55897,435,35,16,0
38,46470,448,55,21,1
30,62916,812,35,13,0
48,79512,407,46,12,1
48,99670,744,50,8,1
20,99661,479,68,25,0
25,125383,367,71,28,1
55,33901,452,72,16,1
20,120321,724,97,19,0
50,125233,633,25,16,0
40,84200,759,31,18,0
43,129217,685,40,14,1
46,32263,745,67,16,1
47,79826,459,88,9,0
36,52522,726,43,24,1
51,72222,546,20,21,0
53,78535,655,55,5,1
31,31138,373,70,2,0
43,77089,836,86,18,0
22,100946,771,49,26,0
69,89690,753,90,26,0
59,117387,560,87,26,1
43,32687,421,60,13,1
63,66485,764,32,8,1
45,69125,692,25,12,1
65,37288,379,40,5,0
64,149703,819,95,2,0
68,41027,772,63,18,0
52,30448,482,7,14,0
49,127947,469,88,13,1
33,125483,736,31,5,1
51,46762,480,60,17,0
65,41758,483,1,4,1
28,50337,800,44,6,0
52,129815,469,43,24,0
24,81775,445,77,15,1
23,95029,695,61,4,1
41,81234,353,36,17,1
66,128356,349,12,13,1
26,30431,463,53,15,0
32,109106,503,22,5,1
59,138697,382,75,8,1
59,131781,561,23,12,0
59,68968,636,80,5,1
51,68320,373,43,28,1
42,65969,676,70,2,1
47,33093,818,37,16,1
57,33425,490,98,14,1
55,47161,406,63,2,0
18,144185,476,27,15,1
48,133859,756,91,23,0
18,37525,312,51,11,1
29,122603,400,56,29,1
33,83415,455,28,24,0
68,136564,321,68,25,1
23,49040,691,95,17,0
18,87001,547,77,1,0
21,75904,839,99,6,0
37,105392,820,82,15,1
30,69842,394,17,4,1
67,52890,631,33,2,1
32,51226,677,34,3,1
37,133625,373,98,27,1
27,70088,527,94,18,0
53,122532,311,26,12,0
44,149839,690,40,25,0
65,131848,416,99,26,0
21,77226,582,72,10,0
19,67349,736,61,27,1
28,84075,530,29,13,0
18,143216,514,17,3,1
48,55996,769,75,19,1
25,72942,303,30,12,1
29,73675,337,48,26,0
68,109100,424,13,23,0
64,32013,500,80,11,1
33,32694,833,65,23,1
49,102278,350,57,9,0
30,142640,640,5,16,1
61,116659,309,11,13,0
35,68940,457,24,15,1
65,46970,826,27,29,1
25,115571,487,23,20,0
57,84666,705,39,8,1
53,64306,735,67,21,0
54,132460,451,77,4,1
49,46887,407,37,21,0
51,72947,484,39,19,1
18,77911,354,33,26,0
41,139029,834,73,4,0
46,88225,774,19,11,1
18,96905,738,79,1,0
19,52992,566,82,23,1
50,40070,375,25,12,1
43,44741,826,76,19,1
28,115756,715,11,9,0
31,143505,531,4,10,0
42,38258,471,25,16,0
41,52727,352,67,5,0
61,99532,625,67,6,0
66,39846,386,4,22,0
22,52430,369,70,3,1
21,129509,803,63,1,0
56,97816,797,23,16,0
27,47178,374,61,15,1
26,134474,802,24,11,1
66,41715,578,21,5,0
25,47691,495,38,17,0
31,139357,486,94,1,0
29,139789,471,56,14,1
60,129288,629,21,1,1
34,59699,781,26,21,1
68,55785,553,43,13,1
49,135451,435,76,6,1
64,135109,452,99,20,1
24,56906,831,32,19,1
58,36648,430,24,13,0
47,113855,302,27,26,0
35,61119,335,43,17,0
65,100024,772,79,28,0
55,132990,672,22,1,0
30,105123,455,72,16,1
50,104578,667,39,13,1
50,119771,807,43,25,0
39,116967,778,16,10,1
40,85899,422,95,20,1
27,62156,429,63,21,0
55,125266,503,88,28,0
61,149799,335,7,10,0
53,45863,652,59,18,1
23,140829,505,60,27,0
63,114066,465,56,13,1
51,122134,548,70,28,0
56,40282,645,37,17,0
22,124079,671,4,16,1
55,62836,485,24,23,1
55,128408,769,23,6,1
27,82416,465,58,6,0
23,118157,849,28,11,0
51,115728,369,35,14,1
28,114069,453,22,3,0
35,71008,793,56,18,1
26,109380,571,40,7,1
33,90978,756,22,13,0
47,62838,552,93,24,1
34,104408,543,68,24,1
53,146274,348,61,25,1
62,92420,348,56,23,0
19,99768,555,19,15,0
38,141133,685,69,23,0
52,139703,716,43,14,1
56,68712,501,37,19,0
44,113847,688,15,20,0
30,128296,758,72,20,0
67,58457,686,76,24,1
61,115996,336,1,15,0
22,92194,697,91,25,1
21,37716,735,68,29,0
27,31122,697,29,4,1
43,56387,504,99,4,1
39,138952,496,67,19,0
52,130213,412,22,19,1
41,119311,660,65,21,1
38,146610,706,10,23,0
67,37297,653,78,4,0
52,127572,423,31,14,0
51,93372,554,21,23,1
57,53270,418,20,23,0
20,136065,831,43,23,1
51,56015,506,21,12,1
67,107948,609,67,5,0
52,43350,352,23,15,1
38,92869,754,45,15,0
24,98439,758,10,28,0
23,144256,309,92,6,0
49,41379,726,8,14,0
21,33040,763,23,7,1
49,103990,847,36,13,0
49,117739,709,3,20,1
29,116465,801,37,15,0
39,144539,509,1,16,0
60,66529,636,61,27,0
59,50838,523,3,9,0
19,103219,440,37,12,1
39,72228,628,13,12,1
52,127323,749,32,3,1
40,89212,507,66,16,0
60,112678,553,63,25,0
26,110381,462,81,25,1
38,100438,553,39,24,1
64,105093,784,55,23,0
24,55835,842,61,22,0
69,128645,432,63,27,0
32,119628,791,1,24,0
30,97293,383,22,4,0
20,42372,848,54,29,0
29,90297,816,93,15,1
45,138583,471,61,21,0
25,92822,490,7,13,0
59,67009,405,82,14,1
39,144535,579,59,28,0
61,65083,550,40,21,1
37,69106,704,81,8,0
33,38005,779,28,16,1
27,99983,379,81,24,0
47,92949,310,68,16,1
56,69911,478,48,7,1
56,32299,453,28,20,0
61,79661,694,49,10,1
27,52881,393,80,17,1
66,37754,607,4,20,1
19,133917,589,12,14,1
57,129877,588,98,27,0
41,97272,548,18,26,0
35,128422,572,25,29,0
32,52462,492,69,26,0
55,77717,826,71,24,1
47,76214,517,58,21,0
37,60262,737,19,23,0
59,120049,413,73,24,0
60,87716,502,7,12,0
32,59792,446,21,13,1
49,119616,308,6,24,1
59,45506,670,52,7,1
34,82092,368,36,4,0
40,128571,335,9,12,1
57,30593,597,94,17,1
41,129325,768,72,17,1
25,71892,591,42,20,0
46,60848,419,39,9,0
49,148655,620,54,27,0
21,76275,359,46,15,0
48,128848,449,71,27,1
30,142209,692,94,17,0
32,79115,769,46,25,0
57,149317,689,12,13,1
21,79996,833,12,6,1
22,145707,414,9,22,1
47,94201,624,95,17,1
69,124441,610,95,25,1
52,52688,341,59,27,0
59,51920,480,19,2,1
45,137458,498,18,7,1
35,108582,480,43,11,0
44,132538,442,90,1,1
18,144149,564,77,21,1
68,120180,773,70,14,0
37,72478,318,75,9,0
39,62307,464,44,6,0
26,127068,544,57,8,0
27,132824,432,80,2,1
30,65922,794,90,4,0
34,38551,545,33,9,0
27,104762,828,86,5,0
43,90976,678,32,22,1
29,82942,508,27,9,1
65,144239,510,32,23,0
37,80409,671,76,11,0
28,70118,457,25,22,1
43,139824,848,5,24,0
60,49047,712,24,6,0
61,69989,847,90,19,1
51,145378,546,40,8,0
34,94509,346,85,11,0
62,37266,555,79,4,1
36,69573,655,20,7,0
56,148745,842,59,6,0
67,65678,495,41,7,0
37,81171,544,55,23,1
24,111973,360,33,14,1
22,98151,329,89,8,1
59,48289,563,8,20,0
61,90307,508,50,1,1
47,39338,412,84,23,1
21,145269,720,18,10,1
44,56005,370,81,24,1
44,35434,431,40,18,1
27,99819,574,43,20,0
23,135067,827,45,29,0
46,91057,342,41,17,0
52,100731,659,76,1,0
53,101516,567,47,19,0
24,87874,558,30,14,1
45,76169,822,96,12,0
47,51312,437,53,26,0
62,144112,585,36,24,1
68,118924,691,94,5,0
40,146836,428,79,25,0
22,129457,755,38,13,0
54,121448,314,13,29,1
28,50034,637,16,6,1
40,133613,418,22,9,0
60,42706,328,91,23,0
37,88236,743,44,21,0
40,90961,386,86,28,0
67,77639,415,71,14,0
38,77034,845,10,12,1
53,89081,539,15,9,1
67,144880,680,85,7,1
21,40286,646,33,11,0
44,76180,541,89,2,0
50,147434,603,83,12,0
18,82912,426,76,3,0
33,77786,723,72,15,1
32,119865,759,65,21,1
46,52405,346,9,15,0
42,123149,508,20,29,0
36,67964,395,2,20,0
33,138128,316,73,20,0
67,78783,785,82,5,1
43,111338,680,37,26,0
20,49290,455,51,25,0
18,132009,590,68,21,1
39,123110,520,28,23,0
21,90810,328,47,21,1
35,81896,606,3,16,0
67,99968,479,27,27,1
33,34082,409,42,27,1
27,124463,628,22,23,0
36,46809,810,44,22,0
58,144669,459,31,7,1
45,30926,642,45,28,1
31,49767,605,8,18,1
57,51387,487,30,13,0
48,96869,341,10,5,1
34,105367,497,71,29,0
63,69624,325,39,26,0
66,52033,574,65,14,1
68,104967,487,48,4,0
37,145275,311,94,27,1
21,38071,381,36,3,0
19,30710,320,25,20,0
62,129626,367,83,2,1
55,64032,623,81,24,0
39,86853,760,91,17,0
65,144698,641,93,3,0
42,143591,559,11,8,0
50,37663,514,2,11,1
25,48036,777,45,25,0
50,132099,429,13,9,0
32,82946,372,21,6,1
45,87893,780,23,25,1
49,133960,317,78,24,1
