Tenure,Monthly_Charges,Service_Type,Churn
37,34.1,Multiple,Yes
6,75.01,Internet,No
14,64.22,Multiple,No
1,91.75,Multiple,No
8,33.67,Internet,No
44,86.25,Phone,Yes
27,99.48,Multiple,No
36,31.15,Internet,No
42,97.5,Multiple,No
20,41.72,Internet,No
8,92.83,Phone,No
46,70.97,Multiple,No
52,79.68,Phone,Yes
26,60.36,Multiple,No
35,52.09,Internet,No
60,36.39,Phone,No
3,107.82,Internet,No
4,84.94,Multiple,No
62,118.45,Multiple,No
64,106.54,Internet,No
50,108.27,Phone,No
19,83.81,Internet,No
43,37.28,Multiple,No
14,112.21,Internet,No
14,40.61,Internet,No
54,76.54,Internet,No
29,107.12,Multiple,No
3,72.52,Internet,No
5,44.91,Phone,No
5,63.59,Phone,No
45,118.95,Phone,No
64,119.98,Multiple,No
64,93.98,Multiple,No
43,109.92,Multiple,No
43,33.98,Internet,No
51,54.84,Multiple,No
13,63.21,Phone,Yes
68,31.08,Multiple,No
69,63.93,Multiple,Yes
7,38.37,Phone,No
42,76.57,Phone,No
5,30.4,Phone,No
47,54.34,Phone,No
48,107.97,Multiple,Yes
47,49.18,Internet,No
8,35.84,Multiple,No
21,52.48,Multiple,No
24,104.48,Multiple,No
13,82.85,Multiple,No
15,82.75,Internet,Yes
53,30.05,Phone,No
31,72.49,Phone,Yes
71,53.91,Internet,No
51,60.26,Phone,No
47,83.88,Multiple,No
39,108.69,Internet,No
57,46.35,Multiple,Yes
50,99.14,Multiple,No
57,34.4,Multiple,No
35,59.41,Multiple,Yes
7,49.7,Phone,No
53,112.4,Multiple,No
10,46.02,Phone,No
39,82.08,Multiple,No
58,44.83,Multiple,No
35,72.61,Phone,No
59,67.21,Multiple,No
22,33.72,Phone,No
9,104.33,Internet,No
8,100.21,Multiple,No
58,55.01,Multiple,No
22,85.26,Multiple,No
40,62.64,Internet,No
28,99.23,Internet,No
46,92.32,Phone,No
69,38.14,Internet,No
52,105.98,Phone,No
11,46.15,Multiple,No
22,45.67,Internet,No
47,96.04,Multiple,Yes
13,46.49,Phone,No
45,41.02,Internet,No
69,60.2,Phone,No
22,105.48,Internet,No
67,45.91,Internet,No
35,60.52,Internet,No
32,55.76,Internet,No
38,62.05,Multiple,No
58,94.28,Internet,No
40,66.49,Phone,No
21,98.36,Internet,No
49,87.64,Internet,No
39,62.5,Phone,No
61,68.9,Phone,No
10,93.33,Phone,No
40,78.13,Phone,No
58,108.15,Phone,Yes
45,113.99,Phone,Yes
17,94.59,Phone,No
68,119.03,Multiple,No
10,83.69,Internet,No
62,33.58,Internet,No
32,75.44,Phone,No
42,50.7,Multiple,No
45,60.03,Internet,No
21,74.11,Multiple,No
27,56.55,Multiple,Yes
30,57.87,Internet,No
1,66.18,Multiple,No
9,55.78,Phone,No
3,45.26,Internet,No
53,98.9,Phone,No
42,65.57,Multiple,No
19,104.86,Phone,No
6,109.44,Internet,No
7,97.59,Phone,Yes
43,65.7,Internet,No
36,94.92,Phone,No
68,43.97,Multiple,Yes
39,89.5,Phone,No
43,66.54,Multiple,Yes
37,89.01,Multiple,No
28,97.93,Multiple,No
50,80.64,Multiple,No
39,87.82,Multiple,No
2,49.22,Phone,No
37,83.34,Phone,No
66,71.44,Internet,No
19,68.52,Internet,No
69,66.93,Internet,No
44,57.98,Multiple,Yes
13,57.48,Phone,No
22,92.97,Phone,No
7,80.2,Multiple,No
2,32.7,Multiple,No
62,34.37,Multiple,Yes
5,81.31,Phone,No
20,106.17,Multiple,No
54,33.96,Internet,Yes
63,75.65,Multiple,Yes
36,106.6,Phone,No
16,30.4,Internet,No
57,54.82,Internet,No
64,112.79,Multiple,No
10,37.33,Internet,Yes
51,84.63,Multiple,No
27,75.66,Multiple,No
7,43.65,Phone,Yes
41,33.82,Internet,No
13,75.23,Internet,No
66,96.16,Multiple,No
3,45.95,Internet,No
11,92.22,Multiple,Yes
5,79.17,Multiple,Yes
60,62.21,Phone,No
2,89.8,Multiple,No
64,47.28,Multiple,No
13,71.12,Multiple,No
54,79.44,Internet,No
12,71.28,Internet,No
18,65.78,Phone,No
18,96.68,Multiple,No
17,89.05,Internet,No
39,87.55,Phone,No
13,110.26,Internet,No
45,119.42,Phone,No
19,81.05,Internet,No
19,61.34,Phone,No
21,100.1,Multiple,No
24,42.79,Multiple,No
30,76.16,Multiple,No
48,77.21,Internet,Yes
35,118.51,Phone,No
59,119.19,Phone,No
17,101.93,Multiple,No
48,72.57,Multiple,Yes
55,79.25,Internet,No
9,58.78,Phone,No
14,104.69,Phone,No
26,97.19,Multiple,No
52,99.43,Phone,No
44,42.48,Phone,No
11,65.88,Phone,Yes
51,78.36,Internet,Yes
42,41.22,Multiple,Yes
62,63.18,Phone,No
35,37.87,Internet,Yes
64,116.3,Multiple,No
18,97.61,Multiple,No
14,85.87,Multiple,No
49,48.44,Multiple,No
69,60.07,Internet,No
17,43.0,Internet,No
21,78.25,Multiple,No
14,103.85,Multiple,No
3,31.71,Internet,Yes
31,39.3,Multiple,No
47,50.64,Internet,No
44,94.27,Internet,No
17,110.46,Multiple,No
56,97.77,Multiple,No
27,77.25,Internet,No
71,39.46,Phone,No
69,97.94,Internet,No
2,39.51,Phone,No
62,61.29,Phone,No
6,57.72,Multiple,No
65,62.33,Phone,No
18,59.66,Multiple,No
55,99.23,Multiple,No
67,45.46,Phone,No
57,106.13,Phone,No
19,107.24,Multiple,No
11,74.18,Phone,No
55,39.55,Multiple,No
37,81.79,Phone,Yes
4,103.88,Multiple,No
13,56.05,Phone,No
70,105.4,Multiple,No
58,90.92,Multiple,No
2,118.85,Internet,Yes
60,104.22,Multiple,No
32,48.14,Phone,No
63,70.41,Phone,Yes
60,39.32,Internet,No
26,36.27,Internet,No
22,93.54,Multiple,No
4,112.16,Internet,No
16,117.62,Multiple,No
63,54.34,Multiple,No
42,48.16,Multiple,No
33,80.42,Multiple,No
13,48.08,Multiple,Yes
46,56.63,Phone,Yes
13,105.35,Phone,Yes
33,102.94,Multiple,Yes
14,110.56,Multiple,No
8,73.4,Phone,Yes
46,80.77,Multiple,No
1,99.35,Multiple,No
59,51.53,Phone,No
60,104.08,Multiple,Yes
49,31.58,Multiple,Yes
61,101.79,Phone,No
23,99.83,Multiple,No
5,57.16,Multiple,Yes
50,95.51,Multiple,No
36,49.26,Multiple,No
20,81.86,Phone,No
43,93.05,Multiple,Yes
8,94.32,Phone,No
41,118.46,Phone,No
25,46.38,Internet,No
7,73.27,Multiple,No
61,109.21,Internet,No
33,80.54,Multiple,Yes
69,108.88,Multiple,No
38,69.07,Phone,Yes
12,101.58,Multiple,No
44,108.3,Phone,No
53,106.18,Multiple,No
14,108.42,Phone,No
71,49.76,Multiple,No
52,69.51,Internet,No
52,45.71,Internet,No
46,46.25,Internet,No
41,73.9,Phone,No
2,116.41,Internet,Yes
49,83.27,Phone,Yes
28,106.85,Multiple,No
32,114.35,Multiple,No
22,37.79,Multiple,No
42,44.59,Internet,No
29,56.18,Phone,Yes
68,85.51,Phone,No
33,35.56,Internet,No
46,100.8,Multiple,No
9,35.74,Multiple,No
38,44.26,Internet,No
26,64.35,Multiple,No
43,80.19,Internet,No
53,109.34,Multiple,No
27,116.74,Phone,No
11,109.62,Internet,No
26,39.63,Multiple,No
57,86.81,Multiple,No
1,69.75,Internet,Yes
11,41.32,Phone,No
30,79.96,Internet,No
4,62.1,Phone,No
33,61.12,Internet,No
33,38.5,Internet,No
66,118.1,Internet,No
4,95.34,Internet,No
51,55.23,Internet,Yes
27,112.57,Internet,No
33,115.33,Internet,Yes
32,102.93,Internet,No
67,89.34,Multiple,Yes
28,63.87,Internet,No
57,69.09,Internet,No
19,70.95,Multiple,No
31,115.39,Phone,No
53,98.41,Multiple,No
32,56.28,Internet,No
9,86.22,Multiple,No
51,83.45,Internet,No
23,103.09,Internet,No
25,38.58,Phone,No
46,93.11,Multiple,No
44,59.81,Multiple,No
66,41.67,Phone,No
67,95.86,Multiple,No
28,59.85,Phone,No
24,95.71,Phone,No
56,44.62,Internet,No
50,118.73,Internet,Yes
3,102.31,Multiple,Yes
23,56.02,Multiple,No
34,96.65,Multiple,No
9,42.22,Multiple,Yes
59,88.81,Internet,No
66,35.37,Multiple,No
22,60.0,Multiple,No
35,118.06,Multiple,Yes
31,40.88,Phone,No
48,83.77,Multiple,Yes
53,36.35,Phone,No
32,90.25,Internet,Yes
12,55.08,Internet,No
62,57.9,Multiple,No
3,60.4,Internet,No
6,48.46,Internet,No
12,114.75,Multiple,No
53,111.52,Phone,No
20,108.3,Internet,No
6,39.58,Internet,Yes
14,51.01,Internet,No
56,85.1,Phone,Yes
41,117.33,Phone,No
49,84.43,Phone,No
65,59.44,Multiple,No
31,103.57,Internet,No
28,42.19,Internet,No
12,109.36,Internet,No
16,117.72,Multiple,No
35,117.09,Phone,Yes
44,43.29,Phone,No
68,79.46,Internet,No
10,82.64,Multiple,No
3,47.54,Multiple,Yes
31,79.21,Phone,Yes
52,88.19,Multiple,No
65,59.61,Phone,No
5,58.41,Internet,No
5,35.42,Phone,No
66,116.11,Multiple,No
15,102.33,Multiple,No
65,98.35,Internet,No
21,31.96,Internet,No
71,86.19,Multiple,Yes
11,46.26,Phone,No
42,89.55,Phone,No
66,85.9,Multiple,No
61,106.67,Phone,No
60,52.99,Multiple,No
14,32.47,Phone,No
5,112.27,Phone,No
31,111.78,Multiple,No
48,71.03,Multiple,No
32,37.03,Multiple,No
57,74.82,Internet,No
34,77.16,Internet,No
27,103.96,Internet,No
5,94.54,Multiple,No
17,36.37,Multiple,Yes
69,93.48,Multiple,No
56,42.22,Internet,Yes
38,38.05,Multiple,No
54,65.87,Phone,No
48,36.96,Phone,No
49,104.63,Multiple,No
41,71.68,Phone,No
22,82.83,Internet,Yes
57,81.92,Multiple,No
66,118.03,Internet,No
19,112.42,Phone,No
2,106.42,Multiple,No
33,64.49,Phone,No
59,43.06,Multiple,No
6,83.27,Phone,No
11,69.63,Multiple,No
27,50.3,Multiple,No
45,38.79,Multiple,Yes
31,69.25,Multiple,No
63,88.58,Multiple,No
44,86.29,Internet,No
41,99.65,Internet,No
47,71.99,Multiple,No
69,58.95,Multiple,Yes
2,78.48,Multiple,No
15,117.75,Multiple,No
20,34.06,Multiple,No
3,77.58,Multiple,No
39,59.63,Multiple,No
10,39.48,Phone,No
40,69.12,Phone,No
13,87.7,Multiple,No
44,77.53,Internet,No
32,32.63,Internet,Yes
30,82.12,Multiple,No
1,50.88,Multiple,No
53,60.73,Phone,No
44,58.1,Phone,No
35,107.27,Multiple,No
40,34.28,Multiple,No
45,61.32,Phone,No
60,65.53,Multiple,No
63,85.7,Internet,No
10,101.01,Internet,Yes
47,95.49,Multiple,Yes
24,97.74,Internet,Yes
57,47.31,Phone,No
18,112.06,Phone,No
57,67.27,Internet,No
46,31.0,Multiple,No
43,90.13,Phone,No
16,84.36,Internet,No
14,41.34,Multiple,Yes
9,116.39,Phone,Yes
69,80.54,Multiple,No
61,72.23,Phone,No
11,65.83,Phone,No
19,48.89,Multiple,Yes
64,115.75,Internet,No
38,93.19,Multiple,Yes
10,81.08,Multiple,No
16,86.81,Internet,No
69,105.64,Internet,No
42,87.21,Multiple,No
44,40.31,Multiple,No
53,92.76,Internet,No
35,80.84,Multiple,No
36,116.97,Multiple,No
22,96.03,Phone,No
24,60.96,Phone,Yes
12,42.19,Phone,No
35,73.41,Multiple,No
50,91.14,Multiple,No
40,45.95,Multiple,No
22,88.45,Phone,Yes
47,104.31,Multiple,No
66,44.13,Multiple,No
10,93.52,Multiple,No
43,36.14,Multiple,No
69,30.72,Multiple,No
25,32.94,Multiple,No
47,86.84,Multiple,No
7,117.6,Phone,No
28,99.42,Multiple,Yes
45,52.9,Multiple,No
67,36.45,Phone,No
12,85.5,Phone,No
11,30.29,Multiple,No
3,101.33,Internet,No
61,51.88,Internet,No
66,56.93,Internet,No
56,60.96,Phone,Yes
26,98.72,Multiple,No
34,53.92,Multiple,No
55,55.6,Phone,No
16,78.69,Phone,No
39,71.67,Internet,No
6,116.0,Internet,Yes
52,53.71,Phone,No
25,38.27,Multiple,No
56,78.69,Multiple,No
19,46.61,Multiple,No
27,67.23,Multiple,No
5,46.85,Multiple,Yes
26,109.29,Multiple,No
30,59.47,Multiple,No
35,99.74,Multiple,No
53,115.37,Multiple,No
68,114.65,Multiple,Yes
33,77.23,Phone,No
70,118.49,Multiple,No
28,89.03,Phone,Yes
36,41.56,Multiple,No
49,109.95,Phone,No
53,72.18,Multiple,Yes
69,43.74,Multiple,Yes
2,101.23,Internet,No
71,86.2,Multiple,Yes
64,109.39,Internet,Yes
21,104.46,Phone,Yes
35,58.81,Phone,Yes
46,53.07,Internet,No
48,96.04,Multiple,No
22,81.6,Multiple,No
6,36.29,Phone,No
33,46.35,Phone,No
39,43.62,Phone,Yes
43,83.08,Phone,No
25,37.72,Phone,No
18,48.69,Phone,No
41,79.08,Internet,No
35,41.98,Multiple,Yes
24,52.34,Phone,No
55,111.61,Multiple,Yes
40,92.74,Internet,No
29,57.62,Multiple,Yes
10,108.96,Multiple,No
10,52.53,Internet,No
64,83.02,Multiple,Yes
29,63.16,Phone,No
18,97.69,Internet,No
2,63.44,Phone,No
25,52.4,Internet,Yes
51,84.69,Internet,No
22,97.08,Multiple,Yes
9,78.27,Internet,No
4,94.47,Multiple,No
21,67.98,Multiple,No
30,101.59,Internet,No
33,82.65,Internet,No
43,47.66,Multiple,No
2,110.17,Multiple,No
31,105.31,Multiple,No
4,116.75,Internet,No
47,81.21,Multiple,No
45,90.82,Phone,Yes
65,107.72,Multiple,No
66,34.73,Multiple,No
6,112.1,Phone,No
7,54.4,Phone,No
51,35.13,Phone,No
68,51.38,Multiple,No
18,82.77,Phone,No
41,34.31,Multiple,No
69,30.07,Internet,No
25,87.54,Multiple,No
56,70.8,Internet,No
1,105.99,Internet,No
55,53.18,Internet,No
3,55.26,Phone,Yes
54,36.98,Internet,No
32,78.47,Multiple,No
2,62.93,Multiple,No
65,60.57,Phone,No
8,71.19,Multiple,No
58,106.47,Phone,No
53,39.47,Multiple,No
44,77.12,Internet,No
28,47.68,Phone,No
19,49.12,Multiple,Yes
56,53.11,Multiple,No
20,71.35,Phone,No
71,74.5,Phone,No
56,108.44,Multiple,No
35,110.29,Multiple,Yes
19,82.8,Multiple,Yes
63,55.33,Phone,No
7,103.66,Multiple,Yes
27,101.36,Internet,No
39,101.82,Multiple,No
30,31.47,Phone,No
23,97.85,Multiple,No
23,106.74,Multiple,No
47,84.45,Internet,No
48,97.61,Phone,No
63,99.86,Multiple,Yes
9,75.59,Internet,No
23,103.23,Multiple,No
63,101.31,Multiple,No
47,112.45,Internet,No
66,112.92,Phone,No
37,77.67,Multiple,No
38,32.83,Multiple,Yes
1,31.72,Phone,No
48,114.5,Multiple,No
35,60.36,Phone,Yes
71,63.98,Multiple,No
53,72.29,Phone,No
25,53.92,Multiple,No
42,83.14,Multiple,No
23,100.62,Phone,No
9,53.16,Multiple,No
27,96.88,Multiple,No
51,90.48,Multiple,No
57,77.3,Phone,No
36,59.29,Internet,No
34,108.55,Multiple,No
13,66.25,Multiple,No
55,63.72,Phone,No
46,87.72,Internet,No
52,112.83,Internet,No
28,75.72,Phone,No
30,95.04,Phone,No
45,71.12,Phone,No
38,49.69,Multiple,Yes
20,41.16,Internet,No
70,42.27,Internet,Yes
47,31.92,Phone,Yes
59,79.76,Multiple,No
14,41.8,Multiple,No
42,107.91,Multiple,Yes
61,118.46,Multiple,No
59,74.63,Multiple,No
8,70.47,Internet,No
57,61.33,Internet,No
22,87.42,Phone,No
21,84.72,Phone,Yes
28,60.9,Phone,Yes
49,60.88,Multiple,No
23,88.03,Multiple,Yes
54,79.91,Phone,No
23,94.67,Multiple,No
68,114.73,Internet,No
46,100.16,Multiple,No
68,57.39,Phone,No
28,98.32,Phone,No
50,70.5,Phone,No
63,99.99,Multiple,No
10,109.79,Phone,Yes
37,52.49,Internet,Yes
13,51.48,Multiple,Yes
70,68.94,Multiple,Yes
30,34.64,Internet,No
11,91.71,Internet,No
1,97.47,Multiple,No
18,61.09,Internet,Yes
11,71.88,Multiple,No
10,83.13,Multiple,No
48,36.62,Internet,No
61,94.02,Multiple,No
10,77.4,Multiple,No
60,86.18,Multiple,No
22,95.14,Internet,No
9,90.8,Multiple,No
15,38.58,Multiple,Yes
37,100.43,Phone,Yes
70,84.9,Multiple,No
44,94.34,Phone,No
69,53.54,Internet,Yes
3,49.93,Multiple,No
10,104.35,Internet,No
4,65.14,Phone,No
56,81.78,Phone,No
40,79.64,Internet,No
33,82.67,Phone,No
33,36.26,Internet,No
60,57.22,Multiple,Yes
21,35.98,Multiple,No
69,73.21,Phone,No
45,111.19,Multiple,Yes
57,65.03,Phone,Yes
40,100.42,Internet,No
64,55.85,Multiple,No
10,107.06,Phone,Yes
66,67.76,Phone,No
65,61.97,Internet,No
30,92.77,Multiple,No
35,76.15,Phone,Yes
53,60.36,Phone,No
39,35.23,Multiple,Yes
22,45.0,Phone,Yes
67,99.51,Phone,No
70,112.87,Phone,Yes
67,45.2,Internet,Yes
17,81.25,Internet,No
19,33.08,Multiple,No
60,56.18,Phone,No
51,70.39,Internet,No
48,96.23,Multiple,No
57,33.97,Phone,Yes
10,100.31,Internet,No
32,48.24,Multiple,No
68,98.36,Multiple,No
28,86.29,Internet,No
4,60.56,Multiple,No
61,95.14,Multiple,No
12,51.27,Multiple,No
15,49.78,Multiple,Yes
29,35.56,Phone,No
13,65.38,Phone,Yes
38,38.79,Multiple,No
58,67.76,Internet,No
35,30.88,Phone,No
40,43.96,Multiple,No
5,113.91,Multiple,No
2,101.6,Internet,No
30,51.25,Internet,No
10,94.65,Internet,No
38,90.16,Phone,No
59,45.92,Phone,Yes
35,63.4,Multiple,No
71,112.23,Multiple,No
12,96.48,Multiple,No
42,98.43,Internet,No
49,80.75,Phone,Yes
67,89.9,Multiple,No
33,75.79,Multiple,Yes
13,96.68,Multiple,No
20,95.95,Internet,No
33,32.8,Multiple,Yes
34,86.86,Multiple,No
50,86.68,Internet,No
50,36.06,Multiple,No
9,66.93,Multiple,No
7,110.89,Multiple,Yes
9,115.81,Phone,No
26,100.4,Internet,No
2,43.63,Multiple,No
5,63.72,Phone,No
66,46.43,Multiple,No
10,88.69,Multiple,No
31,99.58,Multiple,No
33,109.54,Phone,Yes
6,107.46,Phone,Yes
14,38.93,Phone,No
15,41.31,Internet,No
43,111.87,Internet,No
20,105.94,Phone,No
21,71.43,Phone,No
64,68.7,Internet,No
29,79.75,Internet,No
59,83.7,Internet,No
64,52.88,Phone,Yes
44,66.34,Multiple,No
34,85.77,Internet,No
47,48.56,Phone,No
9,119.89,Phone,No
60,55.46,Phone,Yes
30,79.72,Phone,No
17,79.87,Multiple,Yes
52,70.63,Multiple,No
59,51.74,Phone,No
4,80.88,Multiple,No
40,38.19,Multiple,No
7,64.82,Internet,No
38,50.18,Phone,No
32,41.18,Internet,No
69,113.29,Multiple,Yes
67,92.99,Phone,No
56,45.19,Internet,No
20,115.45,Multiple,No
64,49.44,Multiple,No
17,51.21,Internet,Yes
16,41.99,Internet,Yes
11,95.51,Multiple,No
13,81.38,Multiple,No
18,35.24,Internet,No
14,32.28,Internet,No
34,77.94,Phone,Yes
26,88.64,Multiple,No
42,104.06,Phone,Yes
61,73.04,Phone,Yes
39,90.89,Phone,No
2,96.03,Multiple,Yes
57,85.17,Multiple,No
50,61.7,Internet,Yes
16,41.87,Multiple,No
62,88.28,Multiple,Yes
11,99.18,Internet,No
63,47.08,Internet,No
30,74.54,Multiple,No
54,65.75,Internet,No
71,48.51,Internet,No
27,52.08,Multiple,No
64,51.39,Multiple,No
9,67.7,Phone,No
2,65.14,Phone,No
49,79.88,Multiple,No
48,38.39,Phone,No
55,82.31,Multiple,Yes
67,31.97,Phone,No
31,53.16,Internet,No
26,75.19,Internet,No
66,91.82,Internet,No
30,99.41,Phone,No
1,33.2,Phone,Yes
70,78.37,Multiple,No
22,61.9,Internet,No
54,92.54,Internet,No
14,55.54,Phone,No
14,96.94,Internet,No
71,84.2,Internet,No
19,101.07,Phone,Yes
26,118.6,Phone,No
59,111.77,Internet,No
22,83.4,Internet,No
6,110.44,Phone,No
63,43.78,Internet,No
54,33.87,Multiple,Yes
19,77.98,Multiple,No
10,117.69,Internet,No
37,93.88,Internet,No
17,57.46,Multiple,No
55,90.19,Multiple,No
5,33.59,Internet,No
21,72.36,Multiple,Yes
39,51.35,Internet,No
20,34.43,Phone,No
71,52.49,Multiple,Yes
15,95.02,Internet,No
53,79.61,Phone,No
33,32.11,Phone,No
44,66.88,Multiple,Yes
66,97.7,Multiple,No
50,115.91,Phone,No
32,108.69,Multiple,Yes
71,30.14,Phone,No
55,49.68,Multiple,Yes
28,48.7,Multiple,Yes
3,67.18,Phone,Yes
53,88.12,Internet,No
42,43.78,Multiple,No
2,112.41,Multiple,Yes
22,99.94,Internet,No
25,67.74,Multiple,No
32,82.56,Multiple,No
7,78.76,Internet,No
62,82.4,Phone,No
31,107.41,Internet,No
63,48.01,Multiple,No
37,91.53,Phone,Yes
68,39.63,Phone,No
9,71.32,Phone,No
70,87.23,Phone,No
46,31.13,Multiple,No
34,39.73,Phone,No
60,38.21,Multiple,No
13,63.72,Phone,Yes
36,85.98,Multiple,No
48,119.64,Internet,No
6,52.87,Phone,No
5,42.24,Multiple,No
65,67.33,Internet,No
50,43.14,Multiple,No
24,32.21,Multiple,No
7,80.76,Internet,Yes
58,109.16,Multiple,No
21,107.48,Internet,No
33,39.07,Multiple,No
44,43.27,Phone,No
25,74.2,Multiple,No
15,63.09,Phone,No
29,93.28,Internet,No
52,74.54,Multiple,No
17,31.81,Phone,No
36,55.61,Phone,No
35,111.13,Internet,No
40,76.04,Multiple,No
23,101.82,Multiple,Yes
34,66.21,Phone,Yes
58,90.93,Multiple,No
61,45.21,Internet,Yes
28,96.29,Multiple,No
60,100.79,Multiple,No
32,38.11,Internet,No
58,46.5,Internet,No
44,71.66,Multiple,No
34,87.37,Multiple,No
21,87.37,Phone,No
1,90.14,Phone,No
55,94.3,Internet,Yes
49,75.52,Internet,No
21,81.74,Internet,No
55,30.76,Phone,No
27,44.99,Multiple,Yes
20,74.87,Phone,No
16,97.1,Multiple,No
48,102.8,Multiple,No
32,95.6,Multiple,No
32,73.78,Phone,No
53,55.31,Phone,No
53,70.02,Multiple,No
2,30.84,Multiple,No
57,83.82,Multiple,Yes
22,36.71,Multiple,No
52,43.09,Phone,No
58,86.34,Internet,No
34,31.2,Multiple,No
71,81.62,Internet,No
17,87.45,Internet,No
23,100.94,Phone,Yes
33,36.12,Phone,No
29,30.26,Phone,Yes
19,99.02,Phone,Yes
69,56.1,Internet,No
37,109.85,Multiple,No
26,46.65,Internet,Yes
24,82.7,Multiple,Yes
54,39.85,Multiple,No
21,66.24,Phone,No
10,109.39,Phone,No
42,84.75,Internet,No
29,92.07,Multiple,No
57,50.34,Internet,Yes
35,113.05,Internet,No
28,86.11,Phone,Yes
12,39.53,Internet,No
58,31.4,Multiple,No
44,31.43,Internet,No
7,34.61,Internet,No
16,112.05,Phone,Yes
35,62.25,Phone,No
7,56.84,Internet,No
14,67.49,Multiple,No
59,66.86,Internet,No
62,51.46,Phone,No
66,38.26,Multiple,No
22,39.78,Phone,No
16,83.93,Multiple,No
43,65.72,Multiple,No
20,111.22,Internet,No
10,71.74,Phone,No
19,75.31,Multiple,No
12,113.54,Internet,No
10,75.15,Multiple,No
71,75.18,Multiple,No
56,62.68,Internet,No
11,93.94,Multiple,No
61,65.3,Phone,No
38,82.95,Internet,Yes
17,70.27,Internet,No
54,77.59,Internet,Yes
45,104.43,Internet,No
25,67.24,Multiple,No
31,50.71,Phone,No
65,81.33,Phone,No
39,114.38,Phone,No
20,92.39,Multiple,No
43,57.75,Phone,No
66,116.67,Phone,No
1,60.84,Phone,No
55,118.49,Multiple,No
51,47.28,Internet,No
5,119.97,Phone,No
12,36.83,Internet,No
14,94.19,Multiple,No
60,96.64,Multiple,No
40,91.16,Phone,No
9,99.98,Multiple,Yes
42,72.46,Phone,No
42,34.87,Multiple,No
33,62.2,Multiple,No
25,87.81,Internet,No
9,88.16,Phone,No
44,47.57,Multiple,No
58,52.77,Phone,No
25,73.8,Multiple,No
32,95.57,Multiple,No
22,106.75,Multiple,No
55,37.78,Multiple,Yes
61,113.31,Phone,No
57,113.5,Multiple,No
61,30.71,Multiple,No
67,75.58,Internet,No
2,82.84,Multiple,Yes
57,79.83,Multiple,No
33,85.42,Multiple,No
63,75.3,Phone,No
16,56.44,Internet,No
1,38.61,Multiple,No
64,48.75,Multiple,No
69,96.62,Internet,Yes
17,51.7,Internet,No
40,104.67,Multiple,Yes
1,66.31,Internet,No
13,67.3,Multiple,No
18,108.16,Internet,No
68,49.29,Internet,No
14,47.07,Multiple,No
5,118.69,Multiple,No
62,78.65,Multiple,No
33,47.15,Phone,No
26,44.92,Multiple,No
61,107.55,Internet,No
68,83.99,Phone,No
30,40.35,Multiple,No
62,109.82,Internet,No
62,69.95,Multiple,No
70,119.04,Phone,No
57,55.36,Multiple,Yes
36,77.59,Internet,No
7,45.58,Phone,No
65,69.57,Phone,No
41,45.89,Internet,No
32,57.65,Internet,Yes
14,54.29,Phone,No
33,55.48,Phone,No
30,117.28,Internet,Yes
6,33.46,Multiple,Yes
10,74.72,Multiple,No
20,86.63,Internet,No
12,89.47,Internet,No
22,97.91,Multiple,No
14,98.49,Multiple,No
48,116.0,Phone,Yes
54,98.01,Internet,No
36,104.13,Multiple,No
61,77.91,Multiple,No
55,89.19,Multiple,No
14,73.03,Internet,No
2,54.88,Internet,No
2,58.2,Multiple,No
61,62.45,Phone,No
6,60.66,Internet,No
25,77.98,Internet,No
67,52.29,Multiple,No
23,76.5,Internet,No
28,112.46,Internet,No
25,66.54,Phone,No
65,50.04,Multiple,No
66,61.22,Multiple,No
43,108.92,Multiple,Yes
40,114.75,Phone,No
23,109.8,Internet,No
49,55.86,Phone,No
8,64.91,Multiple,No
7,117.74,Internet,No
21,59.15,Multiple,No
35,42.41,Phone,No
61,55.39,Internet,No
68,116.76,Phone,No
30,67.43,Internet,No
68,114.05,Multiple,No
9,39.37,Internet,No
17,98.95,Phone,No
43,38.4,Phone,No
57,47.77,Multiple,No
13,85.45,Multiple,Yes
57,69.1,Multiple,Yes
26,90.0,Multiple,No
61,117.61,Multiple,No
62,34.74,Internet,No
19,47.25,Multiple,No
30,87.62,Internet,Yes
13,110.69,Multiple,No
49,101.79,Internet,No
51,71.9,Multiple,No
9,97.09,Phone,No
29,48.73,Internet,No
8,31.24,Multiple,No
15,81.3,Phone,No
69,103.19,Phone,No
34,69.01,Multiple,No
52,81.23,Internet,Yes
50,68.0,Internet,No
67,76.26,Internet,No
5,109.59,Phone,No
9,73.03,Phone,No
5,30.67,Multiple,Yes
27,101.99,Internet,No
47,85.59,Phone,No
62,95.74,Phone,No
45,111.1,Phone,Yes
66,55.76,Internet,No
23,75.28,Internet,No
61,84.22,Internet,Yes
43,61.09,Multiple,No
35,106.15,Multiple,No
30,92.78,Internet,No
67,96.01,Multiple,No
10,102.72,Multiple,No
56,53.23,Internet,No
34,97.11,Phone,No
65,99.64,Internet,No
6,105.82,Multiple,No
70,73.97,Phone,No
43,75.38,Phone,No
16,38.84,Multiple,No
63,106.69,Multiple,No
65,78.01,Phone,No
5,83.5,Internet,No
25,40.93,Phone,No
27,84.16,Phone,No
42,33.78,Internet,No
55,113.09,Multiple,No
26,107.72,Multiple,No
16,47.49,Multiple,No
28,83.44,Phone,Yes
30,84.24,Internet,No
45,102.31,Internet,Yes
19,98.12,Phone,No
13,119.39,Multiple,Yes
23,61.58,Phone,Yes
14,41.22,Phone,No
23,81.61,Internet,No
